0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
60,57,63,69,65,62,63,63,62,61,57,58,60,57,62,66,62,60,61,59,62,62,61,62,62,59,61,62,60,60,61,58,61,64,66,67,65,63,62,62,61,64,64,60,58,64,68,69,66,65,63,62,63,67,68,64,59,64,68,68,64,64,63,62,65,68,69,67,66,69,70,69,62,63,62,63,66,69,69,68,71,73,71,69,62,62,63,65,68,69,69,70,71,71,68,67,63,65,67,68,68,69,69,70,70,70,66,63,63,65,68,69,68,67,67,68,68,69,68,65,62,67,71,73,70,67,65,65,65,68,68,66,63,69,76,78,75,70,66,65,65,67,66,64,2
63,64,61,59,62,61,58,58,62,64,63,62,65,65,61,60,59,61,59,59,62,62,62,64,69,67,64,64,59,61,60,59,60,59,61,65,69,65,62,63,61,62,60,58,58,58,60,65,66,61,57,57,60,60,58,59,62,61,61,63,66,60,56,56,57,57,57,62,67,65,61,62,68,64,59,59,58,57,58,63,68,65,61,62,67,65,61,61,62,60,60,63,65,63,61,63,62,60,59,60,61,62,63,62,61,60,61,63,64,61,59,60,61,63,63,60,59,61,63,63,65,61,58,59,61,64,63,59,57,61,64,63,63,60,58,60,64,64,62,59,58,61,64,65,2
64,61,61,61,59,58,59,57,63,64,69,70,62,61,62,62,61,61,62,61,62,64,70,74,63,63,64,64,62,63,65,65,63,65,71,75,63,63,65,65,62,65,69,69,69,68,71,73,62,63,64,63,62,67,72,73,73,71,71,71,66,66,65,63,62,66,71,71,72,72,73,73,67,67,67,64,63,67,70,68,70,71,75,77,63,64,65,65,66,71,74,71,68,71,76,78,62,60,62,66,69,71,73,75,71,70,70,74,64,64,66,69,71,72,74,75,72,72,73,75,68,70,71,71,71,72,73,73,73,75,76,75,71,74,74,71,70,71,71,72,75,76,76,73,2
67,66,71,76,75,76,72,69,77,83,79,73,71,69,71,73,76,78,75,72,76,79,76,73,74,72,72,71,75,77,76,74,74,74,72,71,72,72,73,72,72,74,75,74,72,70,69,70,70,72,74,72,71,71,72,73,72,70,70,70,72,73,74,71,71,71,73,74,72,71,72,72,75,76,75,71,72,72,74,74,70,71,73,72,77,77,77,73,71,73,76,73,68,68,72,71,77,75,72,71,69,73,74,72,70,71,73,74,74,72,70,69,70,73,74,74,72,72,74,74,73,71,71,70,71,72,74,75,74,72,71,72,72,73,74,73,72,72,73,75,74,71,68,68,2
76,74,74,76,76,74,72,72,74,73,74,75,76,75,74,75,75,74,72,72,74,75,76,76,74,74,73,72,72,73,73,72,73,74,76,76,72,72,71,69,70,72,73,72,72,73,73,73,71,71,70,69,70,74,75,74,73,72,72,73,72,72,72,72,73,75,76,75,75,74,74,75,73,72,72,74,75,75,74,74,76,76,77,78,72,71,72,74,75,73,72,72,76,77,79,79,73,71,70,71,72,71,71,72,76,76,77,77,73,71,70,71,72,73,75,78,77,73,71,72,72,72,72,72,73,74,76,79,79,74,70,71,71,72,73,74,73,73,74,75,77,75,73,74,2
75,75,76,78,76,72,72,75,74,68,68,72,75,74,76,79,76,73,73,76,75,71,69,70,73,72,74,79,76,75,74,76,76,73,70,69,72,71,73,76,76,75,74,74,76,75,72,68,73,73,73,75,75,74,72,72,74,75,73,69,76,75,75,75,74,73,71,71,73,74,72,70,77,75,74,75,74,73,72,73,73,72,70,69,77,73,73,74,74,73,73,75,74,71,69,68,76,74,74,76,74,73,73,75,76,75,73,70,75,76,77,78,75,74,72,72,73,73,73,72,73,75,75,75,73,72,71,69,69,69,69,69,75,74,72,72,71,73,74,74,72,70,67,65,2
76,74,68,65,67,65,62,62,64,65,64,60,73,72,67,65,66,64,62,62,64,65,63,59,69,69,67,65,65,64,62,63,65,67,66,61,67,68,67,66,65,64,64,65,65,69,69,65,67,68,69,68,66,66,67,67,64,68,68,65,68,68,69,68,66,66,68,68,63,65,64,61,69,67,67,67,64,65,67,66,63,63,62,59,69,66,66,66,63,64,66,65,63,64,63,61,70,69,68,66,64,64,66,67,66,64,65,65,69,69,69,67,66,65,66,67,68,66,66,65,68,69,69,69,67,66,67,67,69,67,67,66,67,68,69,69,68,67,67,66,67,66,67,66,2
58,61,63,62,62,61,61,64,63,45,27,24,57,61,64,65,63,62,60,58,52,35,22,24,59,61,64,64,61,61,60,58,52,34,20,18,62,62,62,61,60,62,63,63,56,38,22,18,62,62,61,60,63,64,65,62,54,38,24,19,60,61,62,61,67,64,60,56,50,38,22,13,60,62,62,60,66,64,60,54,46,34,20,10,62,64,62,58,62,66,67,56,38,25,20,18,63,63,63,62,64,63,59,45,29,24,26,28,62,62,64,63,67,63,54,39,24,20,24,26,62,62,64,64,67,61,53,40,26,21,20,20,62,62,64,65,65,61,56,45,32,24,21,19,2
72,73,73,72,71,72,73,74,77,72,68,68,75,75,76,76,77,76,75,74,80,75,70,68,75,75,75,76,78,78,76,74,79,76,73,71,76,74,73,75,77,79,78,76,77,75,74,74,77,75,73,74,75,76,77,78,77,77,77,76,73,71,71,72,73,73,73,74,77,75,73,72,76,76,76,76,75,73,72,73,74,72,71,71,77,77,77,77,75,73,73,74,73,71,70,71,71,71,71,72,72,71,73,76,76,74,70,68,73,72,72,72,73,73,74,76,75,74,72,71,77,75,74,75,75,74,74,74,70,73,75,74,73,71,71,73,74,73,71,71,70,73,74,74,2
70,72,75,77,74,76,75,71,70,71,71,69,68,69,72,75,74,75,74,72,71,71,72,71,70,69,70,72,73,72,73,73,72,70,70,71,72,70,69,70,71,70,72,74,73,69,67,68,73,71,71,74,70,68,68,71,72,71,70,70,71,69,71,74,70,68,68,70,72,71,70,69,71,70,70,71,70,68,68,70,72,72,70,68,71,71,71,70,72,70,69,71,72,72,69,67,69,72,73,74,73,72,72,72,72,71,69,66,71,73,73,72,71,73,73,73,72,71,69,67,74,73,71,68,67,70,73,72,71,71,71,70,72,72,69,67,63,68,71,71,70,71,72,72,2
70,71,72,72,72,72,72,70,69,69,67,63,67,70,70,68,69,72,72,69,69,67,65,63,66,68,68,66,67,70,70,69,70,68,65,65,68,67,66,66,67,68,69,69,67,66,65,66,65,66,66,65,66,69,69,68,65,66,66,63,68,70,70,68,67,68,69,68,66,67,67,63,71,73,73,71,68,68,68,69,67,67,67,63,70,71,71,70,69,68,68,69,67,66,65,64,67,67,67,68,69,69,68,67,66,65,64,64,67,65,65,67,69,69,67,66,65,66,64,64,69,68,68,69,70,68,66,65,66,69,66,63,72,71,72,72,70,66,65,65,66,71,68,63,2
61,62,64,65,64,64,64,65,66,65,64,65,65,67,65,62,62,65,66,65,63,62,64,69,68,69,66,61,63,66,66,64,63,62,62,66,68,69,67,64,66,67,64,62,64,64,61,61,62,67,69,63,68,67,63,63,68,64,59,62,61,64,67,64,64,67,64,62,66,67,64,65,60,62,65,65,61,67,65,61,64,67,66,65,62,63,64,65,61,67,67,63,63,64,63,63,66,66,65,63,62,66,67,66,65,63,62,63,67,69,66,62,64,64,67,69,67,63,63,66,67,69,66,63,65,64,65,67,65,62,63,66,65,68,66,64,65,63,63,63,61,60,62,64,2
66,63,63,66,67,64,63,64,66,62,60,63,68,65,64,64,65,64,64,63,64,62,61,63,66,66,65,63,62,63,64,63,61,61,63,64,64,66,66,62,60,62,63,63,61,64,66,66,68,65,63,62,62,62,63,65,66,62,61,62,65,64,65,66,66,65,65,66,66,62,61,61,63,65,67,69,67,64,62,62,62,61,61,62,62,64,66,67,64,61,59,60,58,59,62,65,62,62,63,63,62,60,62,64,60,61,64,66,66,64,63,62,61,61,63,66,67,66,64,64,68,66,64,63,62,62,63,65,70,67,64,62,65,63,62,63,64,64,65,66,68,66,63,62,2
64,63,63,66,66,61,59,61,64,63,62,61,64,63,63,64,65,62,60,62,64,64,62,60,64,63,62,61,64,63,61,61,63,64,62,60,65,64,63,61,64,64,62,61,62,64,63,60,62,60,60,63,64,60,57,59,63,65,64,62,61,59,60,63,63,59,57,58,62,63,62,59,62,60,61,64,63,62,61,61,61,62,60,59,65,63,62,64,63,66,67,65,63,62,62,62,66,64,63,62,63,66,67,67,67,68,67,66,64,63,62,61,61,62,63,64,69,73,72,68,63,63,61,59,59,61,62,64,68,73,72,69,64,64,61,58,59,63,66,65,66,69,71,70,2
60,61,62,63,64,64,63,63,61,58,60,62,59,61,63,64,63,63,64,64,64,62,63,64,60,62,63,63,62,62,63,63,65,64,62,61,62,62,63,62,62,61,61,62,63,64,62,61,67,65,61,59,60,62,60,58,62,65,64,60,64,65,63,60,60,62,60,57,59,63,64,61,63,65,65,63,62,64,62,58,62,66,68,65,66,66,66,66,67,66,63,60,65,70,73,70,68,65,65,67,69,67,63,62,62,67,71,71,69,65,64,65,66,65,63,63,61,63,66,68,67,68,67,63,61,63,65,65,62,62,64,67,66,71,71,62,58,62,67,67,63,61,62,67,2
60,61,65,66,69,70,68,63,63,65,65,63,64,63,64,63,66,68,67,64,63,64,65,64,62,61,61,63,61,62,62,62,63,65,66,67,62,61,60,65,63,62,61,62,64,66,67,69,60,64,67,66,65,63,62,65,70,69,67,69,59,62,66,66,67,66,65,67,71,69,67,70,61,61,63,65,69,68,67,69,71,68,67,70,65,62,65,68,68,69,69,70,70,67,66,70,67,65,67,71,68,69,69,71,71,68,67,71,66,63,65,69,69,70,70,72,72,69,68,72,66,63,64,67,70,70,70,72,73,69,67,70,69,67,67,70,70,69,69,71,72,68,66,68,2
65,70,76,77,74,70,68,68,68,69,66,63,68,70,72,72,69,68,69,71,72,71,67,64,70,70,70,68,67,67,68,70,72,71,67,65,70,70,70,69,68,67,68,68,70,69,66,66,71,69,68,68,69,68,66,63,64,67,68,65,72,71,70,71,71,70,68,65,64,66,66,65,73,72,72,72,72,71,69,67,67,67,66,65,73,73,72,71,70,69,68,67,69,67,65,65,73,72,70,68,66,66,65,66,67,65,63,64,71,71,69,67,65,63,64,65,67,67,66,66,69,70,70,69,66,64,64,65,68,71,71,67,68,70,72,71,68,66,66,66,66,72,74,68,2
62,61,61,63,67,64,62,61,61,61,63,67,64,64,64,66,68,64,62,64,64,63,64,69,66,66,64,64,66,64,63,65,67,67,68,70,68,66,62,60,64,64,65,66,68,70,71,71,64,66,65,62,65,64,64,69,72,72,70,69,64,67,68,68,69,67,66,68,70,70,71,72,65,66,68,70,70,68,67,66,65,66,69,73,66,67,68,69,69,70,69,67,64,64,68,72,67,68,68,68,69,72,73,71,67,67,69,72,66,67,66,64,67,70,71,70,68,68,69,70,63,63,63,63,66,67,67,66,66,68,70,69,61,61,64,66,68,68,66,64,66,70,72,72,2
70,74,72,68,69,71,72,73,77,76,73,70,68,71,69,67,71,72,73,76,78,75,71,69,68,70,68,69,74,73,72,75,77,75,73,72,70,71,69,71,76,74,70,73,76,76,76,76,70,70,72,75,75,72,70,69,73,78,80,76,72,71,72,74,76,75,73,73,73,74,73,71,78,75,73,74,75,74,73,73,73,72,71,71,79,76,74,73,74,74,72,71,72,73,76,76,73,72,71,71,73,75,74,73,73,74,77,77,69,69,70,70,72,74,75,74,74,71,73,74,70,72,72,70,70,72,73,73,72,68,70,73,72,73,73,70,70,72,74,74,70,67,73,76,2
70,74,75,75,73,71,72,74,75,72,70,69,69,72,73,73,74,72,71,74,76,76,74,73,71,71,72,74,76,74,72,72,76,78,77,74,74,72,73,77,77,75,72,71,74,77,76,72,72,71,73,74,74,73,72,73,75,75,73,70,72,74,74,73,72,73,75,77,77,76,74,71,73,75,75,73,71,73,76,78,78,76,75,74,74,74,76,76,75,75,75,75,75,76,77,78,73,73,77,79,79,77,75,74,75,77,79,80,71,73,78,80,79,78,76,76,77,79,80,80,71,72,76,76,76,76,77,77,77,78,79,80,72,71,73,71,72,74,76,75,74,75,78,81,2
72,73,74,74,73,73,73,73,73,72,73,76,74,75,75,74,74,76,77,77,76,73,72,75,75,75,75,75,76,79,79,77,79,76,75,76,74,75,76,76,78,80,78,74,77,77,78,79,70,75,78,77,76,77,78,78,74,71,70,74,72,75,77,75,73,75,78,80,76,72,71,75,74,76,77,74,72,74,78,81,78,74,73,76,76,77,76,75,75,76,77,78,78,76,75,78,78,76,76,77,79,78,76,74,76,77,78,79,78,77,76,79,80,79,75,72,76,78,79,78,79,77,77,78,78,76,74,74,77,78,79,78,79,78,77,77,74,72,73,76,78,78,78,77,2
78,76,75,74,73,77,80,80,78,75,70,66,78,78,76,74,75,78,79,78,77,76,72,68,77,76,74,72,73,74,74,72,72,74,73,69,76,73,72,73,71,72,71,69,71,75,74,70,75,73,72,73,73,73,70,66,68,73,74,71,77,75,73,73,74,74,71,68,69,72,74,72,79,77,74,72,75,75,74,70,70,71,72,72,79,77,74,72,75,75,74,72,70,70,71,71,77,75,73,73,74,74,74,73,71,69,69,71,76,73,73,74,73,72,72,73,72,69,69,71,76,74,74,74,72,70,71,74,73,70,70,71,76,76,75,73,72,70,70,74,75,72,70,72,2
66,67,69,69,68,67,66,66,64,64,66,66,67,67,68,68,68,67,66,66,63,63,65,66,69,68,68,68,67,67,67,67,65,63,64,65,70,69,69,68,67,67,68,68,67,64,64,64,70,69,69,69,69,69,69,71,66,67,66,63,71,68,66,67,69,68,68,67,68,68,67,64,70,68,66,66,67,66,65,65,68,68,65,62,68,68,68,67,65,64,65,67,69,67,63,59,69,68,68,68,66,65,66,68,70,68,64,60,72,68,65,66,68,68,67,66,67,66,64,61,73,68,64,65,68,68,65,63,62,64,63,62,71,68,65,65,66,65,63,62,61,64,65,64,2
63,62,64,64,67,62,56,45,32,25,25,25,63,63,64,63,65,60,53,44,32,26,27,29,63,64,64,62,62,55,50,43,34,28,28,28,63,64,64,62,62,54,46,40,34,29,29,28,63,66,67,66,65,56,45,37,28,26,32,28,65,68,68,66,63,59,48,39,30,27,30,27,63,66,65,62,65,64,50,36,29,25,25,23,60,63,62,58,66,66,46,28,25,24,24,23,61,64,64,61,62,62,38,22,24,28,28,28,62,66,66,64,61,59,36,22,26,30,29,29,62,65,64,61,61,58,36,23,26,28,27,27,64,64,62,58,59,55,34,21,23,26,27,28,2
71,76,76,74,74,71,67,67,71,74,74,71,77,78,74,71,72,72,70,69,72,73,72,68,74,73,69,68,72,74,71,69,71,72,70,68,72,71,69,70,73,75,73,70,69,70,71,71,77,76,74,73,72,74,74,72,68,71,73,73,73,74,76,75,72,73,73,71,70,71,72,71,68,69,73,74,71,72,71,68,71,71,70,70,73,71,72,71,68,70,71,68,71,70,69,70,73,74,74,72,69,68,71,75,72,71,70,70,73,74,74,72,69,68,68,70,72,71,69,69,68,69,70,70,69,68,67,66,71,70,69,68,65,66,67,69,70,69,67,66,69,69,68,68,2
69,69,69,67,64,68,72,72,68,67,68,71,68,70,70,67,66,69,71,72,70,69,70,71,69,71,70,67,66,68,69,70,71,71,71,71,72,72,70,67,66,67,69,69,70,70,70,70,72,71,70,69,68,70,72,71,68,67,67,69,70,70,71,72,73,74,75,73,69,67,67,68,69,69,70,71,72,73,73,72,71,69,69,69,71,70,68,67,69,69,69,70,71,72,72,71,72,72,70,69,71,70,69,69,71,72,71,70,70,70,70,69,68,68,68,69,70,69,68,68,68,69,70,70,67,66,68,70,70,67,65,66,68,69,70,72,69,67,67,70,70,67,65,65,2
71,72,74,75,69,62,62,65,66,66,64,61,72,72,72,71,66,62,63,67,66,67,66,62,72,71,69,66,63,63,66,69,68,68,66,64,70,69,67,64,64,66,68,69,70,68,65,65,67,67,67,66,66,67,68,68,68,66,64,66,66,67,68,68,68,67,65,65,64,64,65,66,69,68,68,69,67,63,62,63,64,64,65,66,71,69,68,68,65,60,59,62,69,66,65,66,67,67,70,69,64,61,63,64,65,65,66,65,66,67,70,69,65,64,65,65,62,64,66,66,65,66,67,65,63,64,66,64,60,63,66,66,67,67,67,63,62,66,68,64,60,62,65,65,2
61,63,65,64,66,64,62,63,64,64,64,64,61,62,65,66,66,65,65,66,66,66,67,68,63,65,66,67,64,65,67,69,68,66,66,67,68,69,67,65,63,64,66,68,67,63,60,59,68,68,65,62,64,63,63,64,65,62,58,56,66,64,62,61,66,63,60,61,63,63,61,60,65,62,61,62,66,63,62,63,64,64,64,64,67,65,64,64,64,63,64,66,66,64,64,64,65,64,64,65,61,63,65,66,65,64,65,65,64,63,64,66,65,64,65,65,65,64,64,65,64,63,64,66,66,64,63,64,64,63,64,67,64,63,64,65,64,62,62,64,63,62,64,68,2
60,62,62,61,61,64,67,68,64,63,61,60,64,66,67,65,62,62,63,65,61,60,61,62,66,70,71,68,63,61,62,62,59,61,63,65,65,68,69,67,64,63,63,63,61,64,67,67,64,65,65,63,63,64,65,64,65,67,69,69,65,65,63,61,62,64,65,64,65,68,70,70,66,66,65,63,62,64,65,65,64,67,70,71,65,67,67,65,63,64,66,66,64,67,70,72,64,61,60,61,62,64,67,68,66,66,67,69,64,61,61,62,63,64,66,69,71,71,71,71,65,62,62,65,66,64,65,68,73,74,73,71,65,62,62,67,70,67,64,65,70,72,71,68,2
62,64,66,67,64,63,63,64,66,68,69,70,64,66,68,70,68,66,65,67,70,72,71,68,66,67,69,71,73,72,71,70,73,74,71,66,66,66,68,70,73,76,75,72,71,72,71,68,66,66,67,70,71,73,72,69,68,72,73,71,68,67,68,70,69,68,65,64,67,72,73,72,70,69,69,70,69,67,64,63,66,69,71,70,72,70,69,68,70,68,67,65,65,65,67,69,70,70,70,70,70,69,69,70,68,66,65,65,72,72,72,71,69,68,68,69,70,69,67,67,70,72,73,72,69,67,65,67,68,68,69,69,67,70,72,71,71,69,67,66,66,67,69,72,2
68,70,70,65,62,63,67,70,66,64,64,67,68,70,70,66,64,65,69,71,68,70,71,69,67,67,67,65,64,65,67,68,67,71,72,69,67,66,65,64,65,66,66,65,68,70,70,70,70,68,66,66,67,67,66,65,70,70,72,74,70,67,65,66,67,67,66,65,65,67,70,73,69,66,64,65,66,66,65,66,63,65,69,70,71,68,66,67,68,68,68,69,69,71,71,69,67,66,66,68,68,67,67,68,72,72,72,71,68,65,63,65,68,69,69,69,71,71,72,71,71,67,63,64,67,69,70,71,69,70,71,71,71,68,66,65,65,65,67,69,67,69,70,70,2
69,69,69,71,72,71,71,71,69,67,67,70,67,68,70,72,72,70,69,69,68,67,69,72,67,70,72,73,71,70,69,69,70,70,71,72,71,73,74,73,71,71,71,73,73,73,71,70,74,73,73,73,74,73,72,72,73,73,70,67,72,69,70,75,75,73,70,69,70,71,69,65,68,68,71,74,75,72,68,67,69,71,69,65,69,72,73,73,73,71,69,68,71,73,70,65,69,68,71,76,73,71,70,72,73,73,71,68,69,68,71,75,73,70,67,68,71,73,71,69,69,68,70,73,70,67,64,65,69,71,70,68,69,68,69,71,66,65,64,66,67,68,67,66,2
70,72,73,72,71,69,67,65,69,72,72,66,71,72,72,71,70,70,69,67,67,70,70,66,72,72,70,69,69,70,68,66,67,68,67,65,70,69,68,67,68,69,67,64,67,68,68,66,66,67,67,67,69,70,68,65,66,69,71,70,64,66,67,68,70,72,71,69,67,70,72,71,66,68,68,68,69,70,70,69,67,69,71,71,69,70,69,67,66,67,67,67,67,68,69,71,68,70,69,66,66,69,69,67,68,71,71,70,67,70,70,66,66,69,71,70,69,71,71,70,65,68,68,66,66,68,71,71,68,70,70,70,64,65,66,66,67,69,70,70,67,69,70,69,2
62,65,70,73,74,69,63,64,70,71,71,73,65,69,73,75,71,69,65,66,70,71,71,74,65,68,71,71,70,70,69,68,70,69,70,73,65,67,69,70,71,71,71,71,70,69,69,69,68,69,72,74,72,71,70,71,72,72,69,66,69,68,70,72,70,68,68,71,73,75,72,66,69,68,68,69,68,67,68,71,73,75,73,67,72,71,71,71,68,67,69,71,72,74,73,66,71,71,71,74,73,71,69,68,69,70,70,68,72,71,70,72,75,73,72,72,73,73,71,69,72,72,71,73,71,71,72,74,76,74,71,68,70,70,72,75,72,70,70,72,74,74,72,72,2
72,69,68,69,71,71,72,73,71,72,74,76,73,70,67,67,69,71,74,77,75,75,77,78,71,70,68,68,69,71,75,79,78,78,78,78,68,69,71,72,72,73,75,77,77,76,76,76,67,70,73,74,74,74,74,74,74,74,74,74,69,71,72,73,73,74,75,74,73,75,75,75,70,71,71,71,73,75,76,75,74,77,78,77,69,70,71,71,74,77,76,74,75,78,80,78,70,72,74,74,73,74,75,77,77,81,79,73,66,69,73,75,76,76,76,77,77,81,79,75,65,69,74,78,80,79,78,77,78,81,78,74,70,72,76,80,82,82,80,79,79,80,76,72,2
75,73,74,76,76,77,75,72,73,76,79,80,77,75,75,77,77,78,79,78,78,79,79,78,77,76,76,77,78,79,80,81,81,81,79,76,76,76,76,76,79,78,78,79,80,80,79,77,75,76,76,76,77,77,76,78,79,80,79,79,76,77,78,77,76,76,78,80,81,80,79,79,76,77,78,77,76,77,79,81,80,78,76,77,76,76,76,76,77,78,79,80,78,74,74,76,73,76,77,77,77,77,77,77,76,77,78,78,75,78,77,76,79,78,76,75,75,76,77,78,76,79,78,76,80,78,75,75,75,76,77,77,74,77,78,77,78,76,75,75,77,79,78,78,2
80,77,76,78,78,76,75,76,74,75,77,77,77,77,77,78,79,78,75,73,72,74,76,75,76,77,77,76,77,78,75,71,71,73,75,74,79,78,76,75,75,77,75,72,72,74,75,75,81,78,76,76,76,75,73,73,76,75,74,74,80,78,77,79,79,75,73,73,78,75,73,72,78,79,80,80,78,76,76,76,79,77,74,72,77,80,81,78,76,78,79,79,80,78,76,73,80,80,78,77,76,77,79,81,78,81,80,75,80,79,77,75,73,73,74,75,78,80,78,72,79,78,76,73,72,71,71,72,75,76,75,71,78,77,76,75,74,74,74,75,73,75,76,74,2
77,76,75,75,71,72,74,73,70,68,68,68,73,71,70,71,71,73,74,73,70,68,67,68,71,69,70,72,73,74,73,71,68,67,68,70,74,73,74,76,76,74,71,68,68,68,70,70,75,76,76,76,76,73,69,69,71,72,70,67,73,74,73,72,72,71,70,72,75,74,69,64,71,71,71,71,70,70,71,74,76,74,69,64,71,70,71,72,69,70,72,74,74,73,69,67,71,72,72,71,69,70,71,73,73,71,69,68,70,71,73,73,69,70,71,71,70,69,67,65,69,70,72,73,69,70,70,69,69,70,68,66,72,73,73,72,72,72,70,68,69,71,71,69,2
70,69,66,65,67,68,67,64,62,67,67,65,71,69,67,65,66,67,65,62,63,66,67,67,69,68,67,66,66,67,65,62,64,65,66,68,66,66,66,66,66,67,66,63,64,64,64,66,65,66,66,66,66,66,65,64,64,62,63,65,67,68,68,66,65,65,64,63,63,62,64,66,67,69,68,66,64,64,64,63,65,64,66,66,67,68,68,65,64,64,65,65,68,67,67,65,68,68,66,65,63,63,64,66,69,69,68,65,66,66,66,66,67,67,66,65,70,72,72,67,66,67,66,66,68,70,68,65,67,72,74,69,70,69,67,64,65,68,68,66,67,71,73,71,2
66,64,60,59,59,47,30,21,27,29,23,26,69,68,65,65,58,41,31,29,27,25,23,27,69,68,66,66,58,39,35,34,25,21,22,25,66,64,62,64,55,37,35,34,24,22,24,24,65,64,64,65,49,31,28,32,29,27,26,26,66,68,70,71,49,26,20,31,35,29,23,27,66,69,71,70,53,25,18,29,34,28,23,26,63,66,68,65,54,24,16,24,28,29,28,28,62,65,64,59,48,32,23,24,25,25,28,29,64,66,62,53,35,27,24,27,28,28,28,28,66,66,59,46,27,27,27,28,29,27,24,25,69,67,58,44,28,31,28,25,26,25,23,24,2
67,67,67,69,70,70,68,66,67,68,68,68,64,63,64,66,69,70,69,67,66,67,68,69,60,61,63,66,69,70,69,68,66,66,68,70,64,66,68,70,72,72,70,68,66,66,67,70,69,69,72,72,68,68,70,68,67,66,67,68,64,65,67,68,67,67,68,68,68,66,64,64,64,64,64,64,66,67,67,69,68,66,64,64,67,67,65,65,69,69,68,71,68,68,68,68,67,67,66,68,72,70,68,70,69,69,70,71,63,64,66,71,73,70,66,67,69,70,70,69,67,65,68,72,71,68,67,67,69,69,69,68,75,70,70,72,69,67,70,71,68,68,69,69,2
69,70,71,73,72,67,65,68,70,67,65,65,70,71,71,71,71,67,65,67,69,67,65,64,71,71,69,67,69,69,69,70,69,67,66,65,72,71,67,64,67,71,74,73,70,68,67,67,69,70,68,67,68,67,69,70,69,66,66,68,66,68,69,69,66,65,66,67,68,67,66,66,65,68,70,71,67,66,64,64,66,69,68,67,69,70,71,71,71,70,67,65,66,70,71,70,71,71,70,70,72,73,71,69,68,70,71,70,69,69,70,70,68,70,72,72,71,71,69,67,67,68,70,71,66,66,68,71,73,71,69,68,68,68,70,72,67,64,64,69,72,73,71,71,2
70,70,70,67,66,69,70,65,62,63,63,64,67,68,70,70,68,69,68,63,64,63,62,63,64,64,67,68,67,66,65,63,64,63,63,64,66,64,66,67,65,65,67,66,63,63,64,64,65,67,67,67,66,68,68,68,66,65,64,63,68,69,69,68,67,67,67,67,67,68,67,65,69,70,70,68,68,68,68,67,66,67,67,65,67,68,68,67,68,69,69,68,65,66,66,64,66,67,67,66,67,68,69,68,68,68,66,64,68,68,68,67,67,68,68,66,68,69,67,65,71,71,70,69,69,69,69,67,69,70,71,69,72,72,71,70,70,71,70,69,71,75,76,72,2
65,65,64,63,61,62,63,64,62,61,63,66,65,66,65,63,62,64,66,65,63,61,62,63,65,66,66,66,66,68,67,65,65,66,65,62,64,66,67,69,68,69,67,65,67,70,69,64,64,67,67,66,65,67,68,67,67,67,66,65,64,65,66,66,64,65,66,66,67,67,66,63,63,65,68,70,66,66,65,66,68,69,67,63,63,65,69,71,69,69,69,69,71,71,68,66,63,64,67,67,71,71,71,72,71,70,69,69,64,66,68,68,70,70,70,70,69,67,68,69,67,68,71,72,69,67,66,67,67,66,67,68,68,68,71,73,69,65,63,64,66,67,67,68,2
64,60,61,68,73,71,66,63,69,72,71,67,61,59,60,66,72,73,68,64,71,73,73,69,62,62,62,64,68,70,68,65,69,72,73,71,64,65,65,63,64,67,66,64,65,68,70,70,67,66,64,64,65,67,67,66,65,66,67,67,65,65,64,64,66,68,67,64,67,67,66,66,67,68,67,64,65,68,68,65,67,67,66,66,70,73,71,65,62,66,68,66,66,66,67,68,71,73,70,64,62,66,66,63,66,66,67,68,69,68,65,61,63,67,65,60,66,66,66,67,70,68,64,60,61,64,64,63,66,66,66,66,73,71,67,61,57,59,64,69,65,66,66,65,2
65,68,70,69,72,71,71,70,67,66,68,71,66,67,68,69,67,68,70,71,68,65,64,66,67,65,66,68,64,64,66,68,68,66,64,64,66,63,64,67,66,64,63,66,70,71,70,69,67,68,69,70,68,64,62,66,71,71,68,66,67,68,70,71,67,64,64,65,68,69,69,68,67,68,68,67,65,66,66,65,66,67,69,69,69,67,64,62,66,68,68,66,66,68,68,68,69,68,65,63,68,69,69,67,68,69,68,65,67,68,69,69,70,69,67,67,68,70,68,65,65,66,68,70,70,67,65,66,67,68,68,68,64,63,65,67,70,66,64,64,65,66,68,71,2
69,67,66,65,64,63,63,64,66,69,70,70,70,67,66,68,70,69,66,64,66,69,70,69,71,68,68,71,73,72,69,67,67,69,70,69,68,68,69,71,71,69,68,68,67,69,70,69,67,65,66,64,61,63,67,69,66,67,67,66,66,66,67,67,64,65,69,70,68,67,65,66,68,67,69,68,65,67,70,71,70,66,64,66,70,69,69,68,65,66,70,71,71,67,66,69,67,67,68,68,66,67,70,70,70,68,69,71,64,65,68,69,68,68,70,69,67,67,69,71,67,67,69,69,68,68,71,70,65,65,66,67,74,71,70,68,65,67,71,72,64,63,62,63,2
