0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
68,68,69,70,66,67,68,68,66,65,66,67,68,68,69,69,70,71,72,68,65,64,67,71,68,68,69,69,71,72,71,68,64,63,67,70,67,69,70,69,68,69,70,68,65,63,65,67,66,66,67,67,64,66,66,68,71,70,67,66,67,67,67,67,65,68,70,71,72,70,67,67,68,68,67,67,67,70,70,70,70,68,66,67,70,67,66,67,70,71,69,67,67,67,67,69,71,67,66,68,73,72,68,67,70,71,70,71,70,67,66,68,69,69,68,69,73,73,69,68,68,68,68,68,66,68,68,70,73,72,67,66,66,69,70,68,67,70,71,72,73,72,69,69,2
64,64,66,69,71,71,69,68,68,69,71,69,67,67,69,74,75,73,70,69,70,71,72,70,69,70,73,77,76,71,69,71,71,70,72,72,70,71,75,78,74,68,68,72,71,69,71,73,67,67,69,71,69,67,69,74,71,70,71,74,68,64,64,68,71,71,71,72,67,65,65,68,69,65,64,68,72,72,71,71,66,65,65,67,70,69,70,72,72,71,70,71,69,71,73,73,70,71,73,73,72,70,70,71,72,76,79,78,69,69,70,72,73,73,71,70,72,75,77,77,69,69,69,71,74,75,73,71,72,74,75,75,70,70,71,73,75,76,74,72,72,75,78,76,2
67,68,72,76,77,73,69,68,70,72,75,77,66,67,72,75,75,71,69,70,70,70,71,73,70,71,74,74,69,67,68,72,73,70,69,69,74,76,77,75,70,67,67,71,73,72,72,75,75,74,74,75,73,69,68,73,75,74,74,76,71,72,72,72,74,72,71,73,74,75,75,75,69,70,71,72,72,72,71,70,72,74,74,73,71,70,71,74,71,71,70,70,71,73,74,75,75,72,73,74,74,72,71,73,74,73,75,79,77,76,74,72,75,72,72,74,73,71,73,79,76,76,74,72,73,72,71,71,70,70,73,77,74,74,74,74,71,72,72,71,70,73,76,79,2
76,76,77,78,80,81,80,79,78,79,74,71,80,78,76,76,78,79,78,77,76,78,75,73,81,78,76,77,79,79,77,75,76,79,77,75,80,78,77,79,81,81,78,74,79,81,79,76,77,73,73,78,80,77,76,77,82,81,80,79,74,74,75,78,79,78,76,74,77,77,76,75,71,76,78,77,78,79,76,72,74,73,73,73,72,76,79,77,77,78,76,72,75,75,74,74,75,76,77,77,76,76,76,75,78,78,77,77,78,76,75,77,77,76,76,77,79,78,78,77,78,76,75,76,77,77,77,77,77,77,76,76,78,77,75,76,77,79,78,76,76,76,75,75,2
73,75,76,76,75,74,75,77,80,81,80,79,74,75,73,73,73,74,76,78,81,81,80,79,75,75,73,74,74,75,76,78,79,79,78,77,75,75,74,76,75,76,77,77,77,76,76,76,78,77,77,77,76,77,79,78,77,76,75,74,75,75,75,75,79,79,79,79,79,78,78,78,73,74,74,75,80,77,76,78,79,79,80,81,75,75,76,77,78,74,73,75,78,78,79,80,77,77,78,78,77,74,73,76,78,79,79,79,77,77,78,78,77,77,77,78,79,80,80,79,76,76,76,76,77,79,79,77,77,79,79,78,75,75,75,76,76,78,78,74,73,76,77,75,2
78,77,77,77,77,77,78,78,76,78,78,77,78,78,77,77,78,78,77,77,77,77,76,75,78,78,77,77,77,77,76,75,76,75,74,73,78,77,77,77,77,77,75,74,75,75,76,76,75,75,77,79,78,75,73,74,75,76,76,75,77,76,76,77,77,76,76,77,77,77,74,70,78,78,77,76,76,77,76,75,75,75,73,70,79,80,78,76,76,76,73,69,69,72,74,74,79,79,78,75,74,74,71,67,70,72,75,76,77,77,75,73,72,72,72,70,76,75,74,73,74,74,74,74,73,72,72,73,77,75,72,69,72,73,75,77,75,72,71,72,73,73,71,69,2
76,75,75,73,75,73,71,68,69,71,71,69,74,74,73,73,75,72,70,70,70,70,67,66,73,72,71,71,71,69,69,73,74,70,65,63,76,74,72,71,67,65,68,75,78,72,66,64,75,75,73,71,69,68,68,72,76,74,68,62,69,71,73,74,71,69,69,71,74,72,67,63,67,69,72,75,73,72,71,72,72,71,68,65,73,73,72,71,73,74,74,72,71,70,69,68,77,76,72,68,71,73,74,71,69,69,68,67,74,75,73,70,69,72,72,69,66,67,67,65,70,73,74,74,71,73,71,66,64,65,66,65,69,72,75,77,74,75,72,66,63,65,67,66,2
70,70,68,64,62,64,67,68,70,70,72,73,66,67,67,66,64,64,67,70,71,68,69,71,66,65,65,67,67,66,67,70,69,67,67,67,68,65,64,67,68,66,67,70,69,69,69,68,67,69,68,64,60,62,67,70,67,68,69,68,65,68,68,65,63,64,67,68,69,69,68,65,64,66,66,66,66,67,67,66,70,70,67,64,64,64,65,66,68,69,67,65,68,68,66,64,65,64,64,66,68,68,67,66,66,67,65,64,65,64,64,65,66,66,67,67,68,68,67,64,65,64,65,66,65,64,65,68,68,67,66,62,64,65,66,67,65,63,64,68,63,61,62,58,2
71,67,56,44,33,33,27,21,24,26,25,25,69,62,51,39,36,35,28,22,23,26,25,23,66,60,48,35,36,33,29,25,24,26,26,22,66,63,51,35,31,28,28,27,24,27,30,26,66,64,53,35,30,31,30,27,27,29,30,29,62,57,45,30,33,30,27,28,29,30,29,28,61,53,40,30,31,27,24,26,28,26,25,26,62,50,37,32,27,26,25,26,25,23,24,26,59,46,33,30,27,29,28,26,25,26,27,26,56,41,30,27,28,28,26,24,26,28,27,24,51,38,31,28,27,26,24,24,26,27,26,24,45,36,32,29,27,26,27,28,27,25,26,29,2
73,73,73,72,73,73,71,68,66,67,69,69,68,70,71,72,73,74,72,69,69,69,70,70,69,69,68,67,68,71,71,71,68,69,70,70,75,74,72,69,68,70,71,70,68,68,69,70,78,79,78,76,74,72,71,68,70,69,70,70,75,76,76,74,72,71,70,69,69,69,70,71,69,70,70,68,67,68,69,70,68,68,70,72,65,68,69,68,68,69,70,70,70,71,72,73,77,75,76,73,68,69,71,69,68,65,68,71,76,75,75,73,70,71,72,69,68,66,69,72,72,71,72,72,71,73,72,69,69,68,70,73,67,68,68,69,71,73,72,69,70,69,71,72,2
68,67,70,74,71,66,67,71,68,66,68,70,68,66,68,71,72,69,70,72,69,64,64,67,69,67,68,69,71,71,72,73,71,65,63,67,70,68,67,68,69,70,70,72,74,70,67,71,69,67,65,65,68,68,66,69,73,72,70,73,70,68,67,68,68,66,65,67,70,70,70,71,71,70,71,73,69,67,68,69,67,67,69,70,72,70,71,74,69,69,72,72,67,66,69,70,69,67,70,71,67,71,75,71,66,67,71,70,70,68,69,70,67,71,74,72,68,70,73,71,71,68,68,69,69,71,73,72,71,73,73,70,71,69,68,69,72,71,72,72,71,73,72,67,2
67,69,71,70,71,71,70,68,72,74,73,71,67,69,70,70,70,71,71,69,68,69,70,72,68,69,69,69,70,71,71,70,69,68,70,73,71,70,69,68,69,71,72,73,73,70,71,73,73,71,69,68,68,70,73,75,73,69,70,72,74,72,70,69,69,69,71,73,74,71,70,72,72,71,70,71,70,68,68,69,74,74,72,72,70,69,70,72,71,68,65,65,73,74,72,71,69,67,68,72,71,67,65,66,74,74,74,73,69,68,69,70,69,67,69,72,72,72,71,70,71,71,71,70,67,67,70,73,70,70,69,69,68,70,71,70,69,69,70,71,71,70,69,68,2
73,72,71,73,72,67,66,70,71,69,67,67,75,75,75,75,72,69,68,70,71,68,65,65,74,74,73,70,70,69,70,71,70,69,66,65,72,71,69,64,67,69,70,70,69,70,69,69,71,73,72,67,68,69,69,68,68,69,70,71,73,74,74,72,71,69,68,67,66,66,67,69,73,73,71,71,71,68,66,66,65,63,63,65,73,71,68,69,70,66,64,65,65,62,61,62,71,68,65,64,64,68,69,65,62,62,60,56,69,67,65,64,67,68,67,63,61,61,60,57,68,67,66,65,68,67,65,64,64,64,64,63,69,68,67,66,66,64,63,65,66,64,63,62,2
71,72,68,60,58,63,67,68,64,62,63,66,66,67,64,60,60,65,68,67,66,65,66,68,65,63,60,58,61,65,67,66,68,68,68,68,69,64,59,57,60,65,66,65,67,66,65,65,71,66,61,59,62,65,65,64,65,64,63,63,66,65,63,62,65,67,66,62,64,64,64,64,60,63,64,63,64,67,66,62,64,66,66,65,59,63,64,61,61,65,66,63,64,68,68,64,61,68,68,63,63,66,65,64,62,66,67,66,63,70,69,62,60,64,65,63,67,68,68,66,63,71,70,62,60,64,66,66,70,69,68,65,61,70,70,63,62,67,69,70,69,69,67,64,2
67,66,65,66,70,67,64,66,69,68,66,68,69,68,68,70,71,71,68,66,67,66,66,69,68,68,68,69,70,72,71,66,65,65,67,70,66,66,65,62,65,71,71,67,65,65,66,69,66,68,65,60,64,69,71,69,68,67,66,66,69,73,70,64,66,70,70,69,69,67,64,65,67,73,73,69,67,68,67,66,66,64,63,67,64,70,72,70,65,65,64,62,61,60,63,70,64,65,68,69,68,69,68,64,61,62,66,69,65,66,67,67,66,68,69,66,63,64,65,66,64,65,65,64,67,68,68,66,65,65,65,65,63,63,63,64,70,69,66,64,63,65,67,67,2
71,71,67,65,67,68,68,71,69,65,62,64,71,71,68,67,68,67,66,67,66,66,65,66,71,71,69,67,67,65,64,64,68,69,68,67,70,70,68,66,65,65,64,64,69,68,66,64,67,67,67,67,66,65,65,64,64,62,60,61,65,65,67,69,67,66,66,64,61,59,61,64,67,66,68,68,65,65,67,65,61,63,66,69,72,69,67,65,62,63,67,67,61,65,68,69,70,66,65,64,62,65,69,69,64,68,71,71,61,62,66,68,66,67,69,68,68,68,68,68,59,62,67,69,67,66,68,68,69,68,67,66,68,67,67,65,63,64,67,70,70,70,69,67,2
67,68,70,72,70,70,72,74,74,71,69,69,68,71,71,69,69,69,70,71,72,71,70,71,69,72,71,68,69,68,70,71,71,70,70,70,64,67,69,68,70,70,72,74,73,70,68,67,62,63,66,68,72,72,74,75,73,70,68,68,66,66,67,70,72,72,72,72,70,69,70,72,70,70,69,69,70,69,69,69,68,68,70,73,69,69,68,65,68,68,68,69,68,67,68,70,68,65,65,65,65,70,73,71,69,69,71,73,67,65,63,61,65,69,71,71,70,71,72,72,66,65,64,63,66,68,69,70,71,73,73,72,65,64,66,67,69,69,68,69,71,74,74,72,2
73,69,68,72,75,74,73,74,73,74,75,74,72,69,69,73,74,72,72,74,74,73,73,75,72,72,73,74,72,69,70,73,76,72,72,76,71,74,76,74,71,69,71,75,78,74,73,75,69,73,76,74,71,70,74,78,77,76,74,73,72,76,78,74,70,70,73,75,74,75,74,72,74,78,78,73,69,69,71,70,73,75,76,76,72,75,75,71,69,71,72,71,74,75,78,80,70,70,71,73,73,71,72,73,76,80,80,78,70,70,71,73,74,73,72,73,75,77,76,74,71,71,72,74,75,75,74,74,74,75,73,71,71,72,74,77,77,75,76,77,75,76,73,72,2
73,74,75,75,76,75,73,72,70,69,72,76,75,74,74,75,76,76,76,76,74,73,73,74,76,74,74,77,75,76,77,79,79,77,75,74,76,75,76,78,75,74,75,78,79,78,76,76,73,75,76,77,76,74,73,74,75,75,75,76,71,73,74,75,79,75,73,72,72,72,73,75,73,71,72,74,79,76,74,73,73,73,74,77,77,71,71,75,77,75,75,75,75,75,77,79,78,76,73,72,76,74,74,76,78,78,78,79,75,76,75,75,78,75,74,75,76,77,78,80,74,75,74,74,78,75,74,74,75,77,78,80,74,75,72,71,75,74,74,75,77,78,78,79,2
74,76,78,78,77,76,75,74,69,71,76,76,74,76,77,78,77,76,75,75,73,74,77,76,76,76,76,76,75,74,75,77,75,75,77,75,77,76,75,74,73,73,75,78,76,76,78,77,74,74,75,76,75,73,73,76,78,78,82,80,72,73,77,80,78,74,72,74,78,78,81,80,74,75,78,80,79,74,74,76,79,77,78,76,79,77,78,79,77,74,76,81,82,79,78,74,80,78,76,76,76,76,78,80,79,78,78,79,80,78,76,76,75,75,77,79,79,80,80,80,79,78,77,78,78,77,77,78,77,79,79,79,76,76,79,82,82,79,77,77,77,79,79,76,2
76,78,75,75,76,77,77,75,75,76,76,75,77,79,78,78,78,79,78,76,75,75,74,73,76,79,78,79,78,79,78,77,77,77,76,75,77,79,77,76,78,78,78,78,78,78,77,76,81,81,76,74,79,78,77,77,76,75,73,72,80,81,75,72,75,74,73,74,75,73,72,71,77,79,74,73,74,72,72,74,75,74,73,73,76,79,77,77,77,75,74,76,77,75,73,73,79,79,78,78,78,74,72,73,74,74,74,74,81,81,80,79,77,74,72,73,76,76,75,75,80,81,80,78,78,75,73,75,77,77,75,74,77,80,79,76,77,76,76,77,77,75,73,73,2
74,73,75,76,76,73,72,72,74,73,72,72,74,74,74,75,74,72,70,70,74,74,74,75,75,73,72,73,72,71,69,69,73,73,74,76,74,73,71,71,72,72,71,70,72,72,73,74,73,72,71,71,72,73,74,73,74,73,72,72,72,72,72,71,72,74,75,75,75,74,73,73,72,74,74,72,72,73,74,74,74,74,74,74,73,75,76,73,71,71,72,72,72,72,73,75,75,75,74,72,71,71,73,75,73,70,70,74,76,75,74,73,74,74,75,76,74,73,72,72,74,74,74,75,76,77,76,75,73,75,74,70,73,74,75,76,76,75,73,72,73,76,75,71,2
73,73,73,72,75,75,72,65,60,61,64,67,75,75,74,73,74,74,72,67,64,63,65,67,76,76,74,73,73,73,73,69,67,67,66,66,74,74,73,71,72,72,71,69,68,68,67,66,73,72,72,71,72,71,69,67,66,67,67,66,73,73,73,72,72,71,68,65,64,65,66,66,75,75,74,73,72,71,68,64,62,64,65,65,76,75,74,73,72,71,68,64,62,63,64,65,75,72,70,72,73,70,67,67,67,65,63,62,72,72,71,72,73,70,68,67,67,65,63,62,69,72,74,73,72,69,67,66,66,64,63,63,69,73,75,75,70,67,64,64,63,63,63,64,2
69,69,66,63,60,58,61,67,66,60,54,48,66,67,65,63,63,61,62,67,64,62,55,48,64,64,64,64,66,65,65,68,70,68,58,47,63,63,63,64,68,67,66,69,73,68,55,44,64,63,61,62,66,66,66,67,68,61,48,41,64,63,60,61,64,65,64,66,67,60,49,45,65,64,62,63,66,65,64,66,68,63,54,45,66,66,65,66,69,68,66,68,65,63,54,40,63,62,63,67,68,66,66,69,68,63,52,36,62,64,66,66,64,64,65,67,68,61,49,33,62,65,67,65,64,65,64,62,63,56,44,31,64,65,64,65,67,68,64,57,54,46,36,29,2
37,31,33,28,25,24,25,28,28,26,26,29,36,30,31,26,24,25,26,26,26,28,28,27,35,27,27,23,23,27,27,24,25,29,29,26,34,25,24,24,25,29,30,25,24,28,29,26,35,26,25,26,27,31,32,28,25,25,26,27,37,28,27,27,28,29,31,30,27,25,26,28,32,27,30,27,25,26,28,29,29,28,28,28,24,23,31,28,22,23,25,26,29,32,30,28,21,19,26,31,27,21,20,27,34,32,27,23,21,22,26,26,27,25,25,28,32,32,30,27,24,28,29,24,26,27,28,27,26,27,28,27,27,30,30,25,26,27,28,26,24,23,24,25,2
68,69,68,69,72,73,70,67,71,71,71,71,71,72,71,71,73,72,69,67,71,72,70,69,71,73,72,71,73,72,70,69,70,71,70,69,67,71,71,70,73,73,71,71,68,71,70,70,71,69,68,69,70,70,72,74,71,69,69,71,72,71,70,70,69,69,71,75,75,73,71,69,72,72,73,72,70,68,69,72,74,74,71,68,71,72,73,73,71,69,69,69,69,70,70,69,73,72,71,71,72,72,71,70,68,69,70,71,76,73,70,69,71,74,75,74,73,72,72,72,73,72,70,69,70,74,75,74,75,74,74,73,68,70,71,70,70,72,73,72,72,73,73,73,2
70,69,69,70,72,70,70,71,70,71,70,66,70,69,69,71,70,68,69,70,69,70,71,68,71,70,69,71,71,70,71,71,69,69,71,71,72,71,69,70,73,72,73,73,69,68,71,72,72,71,71,72,74,73,72,72,71,70,69,68,70,72,73,72,73,75,75,73,71,71,70,69,69,73,74,72,73,76,78,75,72,72,72,71,69,71,72,72,74,75,76,77,75,73,73,74,69,68,70,73,74,72,73,76,76,73,73,75,70,68,70,75,73,70,70,74,75,73,72,74,72,71,72,72,70,70,70,70,70,71,72,72,75,76,73,69,67,71,72,68,66,69,71,70,2
64,66,67,69,70,72,71,70,72,70,68,68,66,66,66,68,70,71,70,70,71,70,68,67,70,68,68,70,71,69,68,70,72,70,68,68,69,68,70,74,73,69,69,72,72,70,69,70,67,70,72,71,72,75,73,68,69,68,66,64,68,70,69,68,70,73,72,69,67,65,62,60,70,69,66,65,67,71,71,69,66,65,62,61,72,69,65,63,65,68,69,68,66,66,66,64,73,69,65,64,65,66,66,66,64,66,66,63,73,69,66,65,65,64,64,64,64,66,66,62,72,67,65,65,64,62,62,65,66,67,65,61,70,66,64,65,63,61,62,66,66,66,63,60,2
68,68,66,65,64,62,62,64,65,61,56,54,68,67,65,62,62,61,62,65,66,62,58,56,69,68,65,62,62,62,64,66,67,67,66,65,71,70,66,63,64,64,64,64,65,67,68,68,63,63,63,65,66,64,64,63,61,61,64,68,60,60,61,61,63,62,62,61,60,60,62,64,62,63,64,63,64,64,64,63,62,63,64,64,64,66,68,68,66,66,65,64,65,66,66,65,61,63,65,66,65,64,63,63,64,65,65,65,59,59,61,61,63,62,63,64,65,64,64,65,60,61,61,59,62,61,64,68,68,64,64,67,61,64,63,58,59,59,64,70,70,64,62,66,2
59,67,68,64,64,68,69,69,67,68,67,65,60,64,65,64,66,68,66,64,66,67,68,67,64,64,62,64,69,68,65,63,65,65,66,68,67,64,61,65,71,71,66,64,64,63,64,67,70,70,66,65,68,68,67,69,62,63,64,65,69,69,66,64,66,66,65,67,64,63,63,63,68,68,66,64,64,63,64,66,67,65,65,65,66,67,66,64,63,64,65,68,67,65,66,68,65,65,66,66,65,66,69,70,65,63,63,66,64,64,66,67,67,68,70,70,66,64,63,64,65,63,66,67,67,68,68,66,67,66,65,65,65,63,65,67,66,67,66,63,63,65,66,65,2
63,62,63,66,70,69,66,63,63,66,68,68,65,63,66,69,68,68,66,65,66,67,68,68,67,66,67,70,65,67,67,67,67,68,68,67,67,67,67,68,65,66,67,67,67,68,69,68,67,68,65,62,63,64,65,66,67,67,68,68,64,64,64,65,63,64,64,65,66,66,66,66,64,63,65,69,65,66,66,67,67,67,66,66,67,64,64,67,68,68,69,69,69,69,69,68,67,64,62,63,67,68,68,68,68,68,68,68,65,64,63,64,66,65,65,64,64,65,66,66,64,64,65,66,67,66,64,63,63,64,65,66,63,63,65,66,71,69,67,65,64,65,66,67,2
74,71,66,62,62,64,66,69,71,71,69,67,71,70,66,64,66,66,66,67,68,65,63,64,66,67,66,65,67,67,66,68,65,63,62,63,63,66,65,64,65,66,67,71,67,67,66,65,65,64,64,65,66,65,64,65,66,69,71,70,65,65,66,67,66,64,65,66,63,66,68,70,65,66,67,68,66,64,65,67,62,64,66,69,66,66,67,68,66,64,65,67,65,65,65,68,68,67,67,68,68,67,66,66,68,66,65,66,71,69,69,70,70,69,67,67,68,67,65,66,70,69,69,70,69,67,67,68,68,67,67,67,68,68,69,69,67,64,65,67,68,68,69,70,2
65,65,67,68,72,70,68,67,71,74,75,73,66,69,69,69,72,71,69,68,70,74,75,74,66,69,69,68,70,70,70,70,71,74,75,75,65,65,65,65,67,70,71,72,72,74,75,76,67,64,63,62,66,69,72,73,73,72,72,72,70,68,67,66,67,68,69,70,70,71,73,75,71,71,70,69,67,68,69,70,70,72,74,76,70,71,70,69,68,70,72,74,75,75,75,75,68,70,69,68,70,72,74,76,76,76,75,74,68,69,69,69,72,73,74,74,74,73,73,73,69,70,69,69,74,74,73,72,72,72,73,73,70,70,69,68,74,74,73,72,72,72,73,73,2
71,73,76,77,75,73,75,78,76,77,74,72,71,72,74,75,73,71,73,76,77,77,73,71,74,73,73,73,72,72,72,74,75,76,74,72,78,74,72,73,74,74,74,74,73,76,76,74,76,74,73,74,73,72,73,75,75,75,75,74,74,73,72,73,74,73,74,76,77,76,75,74,73,72,72,73,74,73,74,75,76,75,75,76,74,73,73,73,73,73,73,74,72,72,74,80,74,75,74,74,73,73,72,72,70,70,73,78,74,75,75,74,74,74,73,72,72,71,71,73,72,74,75,74,75,76,75,74,75,73,71,70,70,72,74,74,75,77,77,76,75,74,73,71,2
74,75,73,72,73,74,76,78,79,79,77,75,73,75,75,76,73,75,77,78,79,78,75,72,74,75,76,77,73,75,76,76,77,78,77,74,75,75,75,75,73,74,74,74,76,79,80,79,75,75,76,75,76,74,73,75,79,81,81,80,74,73,74,74,76,75,75,77,79,80,81,81,76,74,73,74,76,77,78,78,79,79,80,80,80,76,74,76,76,77,78,78,79,79,78,78,79,76,75,76,77,76,76,77,78,79,77,76,73,73,74,76,78,76,75,76,78,78,77,75,71,72,74,76,77,77,76,77,77,78,78,78,72,74,76,76,77,77,78,77,77,77,78,80,2
73,74,78,81,82,80,78,77,79,80,79,76,73,73,75,78,79,79,79,80,78,78,77,75,75,74,75,77,78,79,80,82,75,75,75,76,77,76,77,79,80,80,81,82,75,75,76,79,81,78,77,79,81,79,76,75,77,77,78,79,80,78,78,79,81,80,77,75,75,77,78,76,79,79,79,79,80,80,78,75,74,78,79,75,77,78,79,78,79,81,79,76,75,78,79,75,75,77,78,78,79,81,80,78,75,77,77,75,75,76,77,77,77,79,80,80,76,75,75,76,77,76,76,77,76,77,78,81,78,75,74,76,78,77,76,77,76,75,77,81,81,77,75,78,2
76,79,80,77,75,76,78,78,76,73,73,74,75,78,78,76,73,74,77,78,76,73,73,74,77,77,77,76,74,74,75,76,75,72,71,71,80,80,78,78,78,75,74,75,75,72,68,66,79,78,78,77,74,76,78,76,74,78,76,67,74,74,76,77,74,73,74,75,76,79,79,74,71,71,75,77,75,71,71,74,77,80,80,78,72,73,76,77,74,72,72,73,75,77,78,77,75,76,76,75,70,74,75,73,72,74,74,74,77,76,74,73,68,74,76,73,72,72,73,74,77,75,72,72,71,75,76,74,74,73,73,76,77,73,72,73,75,76,75,76,77,73,73,78,2
73,75,78,78,75,73,71,71,75,77,77,75,74,77,80,79,76,73,72,72,78,78,78,78,74,76,78,77,76,74,73,74,78,77,77,77,73,73,74,75,75,75,74,74,75,76,76,75,73,73,74,73,74,78,78,72,72,72,73,74,73,73,75,75,75,78,78,73,72,72,73,75,74,74,76,77,76,76,77,75,73,73,74,75,76,75,77,79,77,75,75,75,74,73,73,74,78,75,77,79,77,74,74,75,74,74,73,73,78,75,76,78,76,75,75,75,74,74,74,74,77,74,74,75,75,76,77,76,74,74,75,76,76,73,73,73,74,77,79,76,73,75,77,78,2
72,72,73,74,68,65,62,61,61,61,63,65,75,70,69,71,67,64,62,61,61,61,63,65,75,71,68,68,67,66,65,65,64,63,63,64,74,72,70,68,68,68,68,69,67,64,63,63,75,74,71,69,69,69,68,65,62,62,63,64,75,74,71,68,68,67,66,64,63,63,64,65,75,73,71,68,69,68,66,64,63,63,63,63,74,73,72,70,71,68,66,65,64,63,61,61,73,73,73,72,70,67,65,65,65,63,62,62,74,73,73,72,70,67,66,67,66,63,62,63,75,73,71,70,70,67,67,68,66,62,62,64,77,74,70,67,66,65,66,68,67,64,64,68,2
66,64,63,65,68,69,65,60,50,39,30,26,66,65,64,65,66,67,66,66,55,40,29,25,63,65,65,65,66,68,67,65,54,40,29,24,61,64,65,65,68,72,68,59,45,34,26,22,64,65,66,69,63,65,72,57,40,30,23,22,63,65,65,68,63,67,74,59,39,30,26,25,62,64,65,67,64,71,76,61,38,29,27,26,64,66,67,67,66,71,73,56,37,27,26,24,66,67,68,68,65,67,63,45,34,26,27,25,64,63,65,66,65,65,57,41,31,27,30,30,63,60,62,64,66,66,56,42,29,28,32,33,67,62,63,65,67,65,55,42,29,29,32,33,2
25,25,26,25,28,27,27,29,29,26,25,27,23,21,24,26,27,24,25,30,31,28,27,28,23,22,24,26,25,23,23,26,28,27,26,26,21,23,24,22,25,25,25,24,26,27,26,24,25,26,22,23,25,29,28,26,27,26,25,25,26,27,23,23,20,24,27,29,31,29,26,28,24,25,24,23,22,23,24,26,28,27,28,33,20,21,23,22,26,27,26,25,27,28,31,37,20,21,22,21,25,32,35,34,36,39,40,41,26,27,24,23,27,38,43,43,46,50,50,49,33,33,28,27,33,42,46,46,48,51,52,53,36,37,32,31,36,43,47,47,47,46,46,48,2
72,69,69,71,73,73,73,73,72,74,74,70,70,70,71,73,74,74,74,76,77,78,75,70,74,75,77,79,78,76,76,77,80,79,75,69,75,77,79,80,79,77,76,76,77,77,74,70,72,73,74,76,77,78,76,74,72,74,74,74,74,74,74,75,76,77,76,73,70,73,75,77,79,80,79,76,76,76,75,74,73,74,75,75,78,80,79,76,74,75,76,76,76,75,73,72,74,77,80,79,76,74,75,76,77,75,73,71,74,76,78,78,76,75,77,78,77,75,72,70,77,78,78,79,78,78,78,78,75,73,71,69,80,80,80,81,81,80,78,76,73,72,70,69,2
71,75,74,70,69,71,72,71,70,69,68,69,70,74,75,72,70,70,70,69,67,66,67,68,68,73,74,72,70,70,70,69,66,65,66,67,70,73,73,70,69,71,72,71,68,66,65,64,75,75,72,67,69,70,71,70,67,65,64,64,78,77,72,66,69,69,68,65,63,62,63,65,76,75,71,66,69,68,67,64,62,62,64,66,72,72,69,66,68,68,67,66,64,63,64,66,70,70,69,69,69,68,69,69,68,64,61,60,69,69,69,69,65,65,67,68,67,63,60,59,68,67,67,67,62,63,65,67,66,63,60,59,68,67,65,64,63,63,65,67,66,63,62,62,2
68,63,61,63,64,62,62,65,67,63,60,61,70,67,64,63,64,64,64,64,66,64,60,58,68,66,63,62,64,65,64,61,64,63,59,56,64,62,61,63,66,67,65,62,61,60,59,58,62,59,60,66,70,69,66,65,60,59,61,64,61,58,59,65,69,66,64,65,61,60,63,69,63,60,60,62,63,62,61,61,61,62,64,67,67,66,64,61,60,61,60,59,61,62,64,63,64,69,65,59,59,62,61,61,59,60,64,65,61,66,64,60,61,63,62,60,63,64,66,64,59,63,63,60,61,62,61,58,61,62,62,61,61,63,62,60,60,61,60,58,58,59,59,58,2
65,66,64,62,60,60,63,66,67,65,65,66,62,66,66,63,63,62,61,63,64,63,63,64,59,66,67,64,64,63,63,64,65,64,65,66,61,65,65,64,63,65,66,67,66,65,65,65,66,65,64,64,65,64,64,64,64,64,63,61,70,65,64,65,66,62,58,59,65,69,67,63,67,64,63,64,65,62,58,59,65,70,69,66,62,62,62,62,62,63,63,61,62,63,63,61,59,58,62,63,62,61,62,63,62,58,57,58,59,60,65,67,61,60,60,61,61,60,59,58,59,62,65,65,61,61,61,60,60,60,60,60,61,66,65,61,60,63,64,61,59,60,62,62,2
64,65,64,63,65,68,66,62,61,63,64,64,61,63,63,64,67,70,69,66,61,63,65,65,61,62,63,64,67,70,69,66,60,61,66,67,64,64,63,62,64,65,64,62,60,59,65,67,66,64,62,61,62,63,63,62,61,58,62,66,63,62,61,61,62,65,66,66,62,59,61,64,60,59,60,61,63,65,65,66,62,62,63,64,59,59,60,61,63,63,62,62,62,64,65,66,63,64,64,63,63,63,63,62,65,65,64,65,61,62,62,62,64,66,66,64,65,64,63,63,60,61,61,62,65,68,67,65,64,65,65,64,62,62,62,63,65,67,66,64,64,66,68,68,2
65,65,65,67,70,65,63,66,70,70,68,67,63,62,65,66,66,64,63,65,68,68,66,65,62,63,66,67,65,65,66,67,68,68,67,65,63,65,70,68,63,66,68,66,66,67,67,65,64,66,69,65,62,65,67,65,64,65,66,65,64,65,65,60,64,66,69,68,67,67,68,68,65,64,62,60,66,68,72,74,73,71,71,71,67,65,63,63,65,67,72,77,76,72,70,71,68,69,67,64,67,68,68,69,73,71,70,72,65,67,67,65,68,67,65,66,69,68,67,69,65,67,67,65,68,67,64,64,67,67,66,69,67,67,66,65,67,67,67,68,68,67,68,70,2
